 State abbreviation , FIPS State code , State nameplate capacity (MW) , State annual heat input from combustion (MMBtu) , State ozone season heat input from combustion (MMBtu) , State total annual heat input (MMBtu) , State total ozone season heat input (MMBtu) , State annual net generation (MWh) , State ozone season net generation (MWh) , State annual NOx emissions (tons) , State ozone season NOx emissions (tons) , State annual SO2 emissions (tons) , State annual CO2 emissions (tons) , State annual CH4 emissions (lbs) , State annual N2O emissions (lbs) , State annual CO2 equivalent emissions (tons) , State annual Hg emissions (lbs) , State annual NOx total output emission rate (lb/MWh) , State ozone season NOx total output emission rate (lb/MWh) , State annual SO2 total output emission rate (lb/MWh) , State annual CO2 total output emission rate (lb/MWh) , State annual CH4 total output emission rate (lb/GWh) , State annual N2O total output emission rate (lb/GWh) , State annual CO2 equivalent total output emission rate (lb/MWh) , State annual Hg total output emission rate (lb/GWh) , State annual NOx input emission rate (lb/MMBtu) , State ozone season NOx input emission rate (lb/MMBtu) , State annual SO2 input emission rate (lb/MMBtu) , State annual CO2 input emission rate (lb/MMBtu) , State annual Hg input emission rate (lb/BBtu) , State annual NOx combustion output emission rate (lb/MWh) , State ozone season NOx combustion output emission rate (lb/MWh) , State annual SO2 combustion output emission rate (lb/MWh) , State annual CO2 combustion output emission rate (lb/MWh) , State annual CH4 combustion output emission rate (lb/GWh) , State annual N2O combustion output emission rate (lb/GWh) , State annual Hg combustion output emission rate (lb/GWh) , State annual NOx coal output emission rate (lb/MWh) , State annual NOx oil output emission rate (lb/MWh) , State annual NOx gas output emission rate (lb/MWh) , State annual NOx fossil fuel output emission rate (lb/MWh) , State ozone season NOx coal output emission rate (lb/MWh) , State ozone season NOx oil output emission rate (lb/MWh) , State ozone season NOx gas output emission rate (lb/MWh) , State ozone season Nox fossil fuel output emission rate (lb/MWh) , State annual SO2 coal output emission rate (lb/MWh) , State annual SO2 oil output emission rate (lb/MWh) , State annual SO2 gas output emission rate (lb/MWh) , State annual SO2 fossil fuel output emission rate (lb/MWh) , State annual CO2 coal output emission rate (lb/MWh) , State annual CO2 oil output emission rate (lb/MWh) , State annual CO2 gas output emission rate (lb/MWh) , State annual CO2 fossil fuel output emission rate (lb/MWh) , State annual Hg coal output emission rate (lb/GWh) , State annual Hg fossil fuel output emission rate (lb/GWh) , State annual NOx coal input emission rate (lb/MMBtu) , State annual NOx oil input emission rate (lb/MMBtu) , State annual NOx gas input emission rate (lb/MMBtu) , State annual NOx fossil fuel input emission rate (lb/MMBtu) , State ozone season NOx coal input emission rate (lb/MMBtu) , State ozone season NOx oil input emission rate (lb/MMBtu) , State ozone season NOx gas input emission rate (lb/MMBtu) , State ozone season NOx fossil fuel input emission rate (lb/MMBtu) , State annual SO2 coal input emission rate (lb/MMBtu) , State annual SO2 oil input emission rate (lb/MMBtu) , State annual SO2 gas input emission rate (lb/MMBtu) , State annual SO2 fossil fuel input emission rate (lb/MMBtu) , State annual CO2 coal input emission rate (lb/MMBtu) , State annual CO2 oil input emission rate (lb/MMBtu) , State annual CO2 gas input emission rate (lb/MMBtu) , State annual CO2 fossil fuel input emission rate (lb/MMBtu) , State annual Hg coal input emission rate (lb/BBtu) , State annual Hg fossil fuel input emission rate (lb/BBtu) , State annual NOx non-baseload output emission rate (lb/MWh) , State ozone season NOx non-baseload output emission rate (lb/MWh) , State annual SO2 non-baseload output emission rate (lb/MWh)  , State annual CO2 non-baseload  output emission rate (lb/MWh)  , State annual CH4 non-baseload output emission rate (lb/GWh) , State annual N2O non-baseload output emission rate (lb/GWh) , State annual Hg non-baseload  output emission rate (lb/GWh)  , State annual coal net generation (MWh) , State annual oil net generation (MWh) , State annual gas net generation (MWh) , State annual nuclear net generation (MWh) , State annual hydro net generation (MWh) , State annual biomass net generation (MWh) , State annual wind net generation (MWh) , State annual solar net generation (MWh) , State annual geothermal net generation (MWh) , State annual other fossil net generation (MWh) , State annual other unknown/ purchased fuel net generation (MWh) , State annual total nonrenewables net generation (MWh) , State annual total renewables net generation (MWh) , State annual total nonhydro renewables net generation (MWh) , State annual total combustion net generation (MWh) , State annual total noncombustion net generation (MWh) , State coal generation percent (resource mix) , State oil generation percent (resource mix) , State gas generation percent (resource mix) , State nuclear generation percent (resource mix) , State hydro generation percent (resource mix) , State biomass generation percent (resource mix) , State wind generation percent (resource mix) , State solar generation percent (resource mix) , State geothermal generation percent (resource mix) , State other fossil  generation percent (resource mix) , State other unknown/ purchased fuel generation percent (resource mix) , State total nonrenewables generation percent (resource mix) , State total renewables generation percent (resource mix) , State total nonhydro renewables generation percent (resource mix) , State total combustion generation percent (resource mix) , State total noncombustion generation percent (resource mix) 
FL,12," 95,151 "," 1,725,530,106 "," 809,266,816 "," 2,031,354,634 "," 943,345,440 "," 229,963,756 "," 106,955,021 "," 74,600 "," 33,715 "," 102,244 "," 125,753,313 "," 20,718,376 "," 2,859,030 "," 126,414,006 ",N/A, 0.649 , 0.630 , 0.889 ," 1,093.679 ", 90.094 , 12.433 ," 1,099.425 ", N/A , 0.086 , 0.083 , 0.119 , 145.756 , N/A , 0.740 , 0.719 , 1.014 ," 1,247.204 ", 102.741 , 14.178 , N/A , 1.544 , 2.930 , 0.291 , 0.663 , 1.516 , 2.769 , 0.295 , 0.648 , 3.201 , 0.045 , 0.173 , 1.052 ," 2,165.210 "," 1,603.454 ", 908.560 ," 1,275.888 ", N/A , N/A , 0.145 , 0.222 , 0.039 , 0.078 , 0.142 , 0.211 , 0.039 , 0.076 , 0.300 , 0.003 , 0.023 , 0.124 , 203.007 , 121.338 , 120.379 , 150.599 , N/A , N/A , 0.659 , 0.644 , 0.914 ," 1,232.045 ", 172.020 , 23.680 , N/A ," 52,053,689 "," 1,877,919 "," 139,995,799 "," 27,868,270 "," 211,388 "," 4,831,424 ", -   ," 227,782 ", -   ," 1,289,282 "," 1,608,204 "," 224,693,162 "," 5,270,594 "," 5,059,206 "," 201,656,317 "," 28,307,440 ", 22.6 , 0.8 , 60.9 , 12.1 , 0.1 , 2.1 , -   , 0.1 , -   , 0.6 , 0.7 , 97.7 , 2.3 , 2.2 , 87.7 , 12.3 
GA,13," 51,324 "," 840,940,783 "," 404,006,289 "," 1,211,871,721 "," 561,643,016 "," 125,805,608 "," 58,175,547 "," 40,115 "," 13,585 "," 75,259 "," 69,106,579 "," 13,292,244 "," 1,988,687 "," 69,554,394 ",N/A, 0.638 , 0.467 , 1.196 ," 1,098.625 ", 105.657 , 15.808 ," 1,105.744 ", N/A , 0.095 , 0.067 , 0.179 , 164.355 , N/A , 0.883 , 0.647 , 1.657 ," 1,521.627 ", 146.338 , 21.894 , N/A , 1.535 , 2.004 , 0.101 , 0.854 , 1.005 , 1.447 , 0.102 , 0.586 , 2.848 , 2.574 , 0.032 , 1.508 ," 2,261.581 "," 1,317.354 ", 854.063 ," 1,589.372 ", N/A , N/A , 0.140 , 0.309 , 0.014 , 0.093 , 0.093 , 0.248 , 0.014 , 0.064 , 0.261 , 0.397 , 0.004 , 0.165 , 207.053 , 202.901 , 118.310 , 173.746 , N/A , N/A , 1.118 , 0.818 , 2.859 ," 1,602.483 ", 304.822 , 45.519 , N/A ," 45,290,029 "," 360,733 "," 40,953,202 "," 32,570,182 "," 2,283,714 "," 4,162,521 ", -   ," 119,227 ", -   ," 63,486 "," 2,515 "," 119,240,146 "," 6,565,461 "," 4,281,747 "," 90,832,485 "," 34,973,123 ", 36.0 , 0.3 , 32.6 , 25.9 , 1.8 , 3.3 , -   , 0.1 , -   , 0.1 , 0.0 , 94.8 , 5.2 , 3.4 , 72.2 , 27.8 
HI,15," 3,221 "," 84,941,381 "," 38,173,466 "," 94,126,166 "," 42,245,316 "," 10,204,159 "," 4,419,393 "," 19,553 "," 8,705 "," 37,542 "," 6,781,193 "," 1,444,170 "," 223,276 "," 6,830,965 ",N/A, 3.832 , 3.939 , 7.358 ," 1,329.104 ", 141.528 , 21.881 ," 1,338.859 ", N/A , 0.460 , 0.456 , 0.884 , 159.668 , N/A , 4.233 , 4.351 , 8.127 ," 1,468.052 ", 156.323 , 24.168 , N/A , 0.866 , 5.238 , -   , 4.472 , 0.966 , 5.411 , -   , 4.626 , 11.789 , 8.210 , -   , 8.837 ," 1,999.860 "," 1,420.628 ", -   ," 1,522.126 ", N/A , N/A , 0.089 , 0.602 , -   , 0.504 , 0.099 , 0.588 , -   , 0.497 , 1.212 , 0.944 , -   , 0.995 , 205.622 , 163.298 , -   , 171.422 , N/A , N/A , 5.663 , 5.853 , 7.604 ," 1,425.065 ", 281.919 , 44.901 , N/A ," 1,511,184 "," 6,925,919 ", -   , -   ," 94,083 "," 334,030 "," 578,617 "," 39,262 "," 253,841 "," 256,519 "," 210,703 "," 8,904,325 "," 1,299,833 "," 1,205,750 "," 9,238,355 "," 965,803 ", 14.8 , 67.9 , -   , -   , 0.9 , 3.3 , 5.7 , 0.4 , 2.5 , 2.5 , 2.1 , 87.3 , 12.7 , 11.8 , 90.5 , 9.5 
IA,19," 19,951 "," 370,229,248 "," 158,695,656 "," 577,025,484 "," 229,465,919 "," 56,846,168 "," 22,513,123 "," 34,130 "," 14,621 "," 74,296 "," 38,055,322 "," 8,586,910 "," 1,247,567 "," 38,338,857 ",N/A, 1.201 , 1.299 , 2.614 ," 1,338.888 ", 151.055 , 21.946 ," 1,348.863 ", N/A , 0.184 , 0.184 , 0.401 , 205.577 , N/A , 1.922 , 2.079 , 4.184 ," 2,143.029 ", 241.780 , 35.127 , N/A , 1.919 , 3.037 , 0.725 , 1.881 , 1.935 , 2.648 , 0.541 , 1.871 , 4.362 , 0.524 , 0.145 , 4.199 ," 2,196.382 "," 1,552.857 ", 991.426 ," 2,151.410 ", N/A , N/A , 0.183 , 0.391 , 0.088 , 0.181 , 0.184 , 0.354 , 0.071 , 0.180 , 0.415 , 0.067 , 0.018 , 0.403 , 208.968 , 199.700 , 119.716 , 206.441 , N/A , N/A , 2.089 , 2.045 , 4.980 ," 2,162.761 ", 461.544 , 66.958 , N/A ," 33,732,766 "," 143,929 "," 1,372,515 "," 4,152,468 "," 878,605 "," 266,245 "," 16,299,640 ", -   , -   , -   , -   ," 39,401,678 "," 17,444,491 "," 16,565,886 "," 35,515,455 "," 21,330,713 ", 59.3 , 0.3 , 2.4 , 7.3 , 1.5 , 0.5 , 28.7 , -   , -   , -   , -   , 69.3 , 30.7 , 29.1 , 62.5 , 37.5 
ID,16," 5,504 "," 29,793,961 "," 13,420,819 "," 142,787,928 "," 64,526,619 "," 15,102,587 "," 6,838,476 "," 17,168 "," 7,272 "," 1,056 "," 1,107,906 "," 156,640 "," 25,686 "," 1,113,532 ",N/A, 2.274 , 2.127 , 0.140 , 146.717 , 10.372 , 1.701 , 147.462 , N/A , 1.152 , 1.084 , 0.071 , 74.371 , N/A , 10.660 , 9.972 , 0.656 , 687.928 , 48.631 , 7.974 , N/A , 3.358 ," 1,956.000 ", 0.170 , 0.221 , 3.562 ,, 0.178 , 0.226 , 18.661 , 180.000 , 0.086 , 0.377 ," 1,158.384 "," 100,772.000 ", 857.418 , 862.172 , N/A , N/A , 0.597 , 3.170 , 0.024 , 0.031 , 0.597 , 3.174 , 0.024 , 0.031 , 3.317 , 0.292 , 0.012 , 0.053 , 205.912 , 163.326 , 119.842 , 120.907 , N/A , N/A , 1.189 , 1.114 , 0.614 , 720.563 , 84.974 , 15.159 , N/A ," 77,671 ", 1 ," 2,494,649 ", -   ," 8,996,995 "," 573,794 "," 2,805,800 ", -   ," 78,799 ", -   ," 74,878 "," 2,647,200 "," 12,455,388 "," 3,458,393 "," 3,220,994 "," 11,881,594 ", 0.5 , 0.0 , 16.5 , -   , 59.6 , 3.8 , 18.6 , -   , 0.5 , -   , 0.5 , 17.5 , 82.5 , 22.9 , 21.3 , 78.7 
IL,17," 61,002 "," 987,443,116 "," 406,146,930 "," 2,108,558,578 "," 868,021,123 "," 202,134,057 "," 82,777,027 "," 49,458 "," 19,811 "," 148,984 "," 99,999,815 "," 22,342,952 "," 3,245,544 "," 100,737,475 ",N/A, 0.489 , 0.479 , 1.474 , 989.441 , 110.535 , 16.056 , 996.739 , N/A , 0.100 , 0.098 , 0.302 , 202.543 , N/A , 1.052 , 1.029 , 3.169 ," 2,127.313 ", 237.653 , 34.522 , N/A , 1.023 , 36.026 , 0.819 , 1.008 , 0.997 , 33.412 , 0.846 , 0.982 , 3.375 , 6.640 , 0.478 , 3.192 ," 2,208.259 "," 2,794.218 "," 1,046.019 "," 2,144.351 ", N/A , N/A , 0.096 , 2.099 , 0.093 , 0.096 , 0.093 , 2.036 , 0.090 , 0.093 , 0.318 , 0.387 , 0.055 , 0.304 , 207.820 , 162.811 , 119.228 , 204.399 , N/A , N/A , 1.044 , 1.001 , 3.361 ," 2,062.629 ", 448.635 , 65.056 , N/A ," 87,277,414 "," 86,756 "," 5,464,574 "," 97,857,900 "," 132,298 "," 566,372 "," 10,082,894 "," 45,838 ", -   ," 341,539 "," 278,472 "," 191,306,655 "," 10,827,402 "," 10,695,104 "," 94,015,127 "," 108,118,930 ", 43.2 , 0.0 , 2.7 , 48.4 , 0.1 , 0.3 , 5.0 , 0.0 , -   , 0.2 , 0.1 , 94.6 , 5.4 , 5.3 , 46.5 , 53.5 
IN,18," 40,245 "," 1,123,405,972 "," 481,743,597 "," 1,163,969,261 "," 494,146,991 "," 115,023,340 "," 48,022,409 "," 112,929 "," 46,715 "," 293,960 "," 113,232,515 "," 24,404,650 "," 3,544,614 "," 114,038,178 ",N/A, 1.964 , 1.946 , 5.111 ," 1,968.862 ", 212.171 , 30.816 ," 1,982.870 ", N/A , 0.201 , 0.194 , 0.523 , 201.588 , N/A , 2.027 , 2.008 , 5.276 ," 2,032.424 ", 219.021 , 31.811 , N/A , 2.175 , (322.283), 0.161 , 2.011 , 2.093 , 85.924 , 0.209 , 1.965 , 5.910 , (115.376), 0.037 , 5.421 ," 2,184.096 "," (39,368.587)", 882.620 ," 2,082.728 ", N/A , N/A , 0.206 , 1.337 , 0.022 , 0.196 , 0.198 , 1.196 , 0.027 , 0.189 , 0.561 , 0.479 , 0.005 , 0.528 , 207.251 , 163.326 , 119.072 , 202.831 , N/A , N/A , 1.832 , 1.773 , 5.751 ," 1,969.738 ", 389.775 , 56.525 , N/A ," 97,548,739 "," 1,362,544 "," 9,572,346 ", -   ," 371,153 "," 390,539 "," 3,449,670 "," 102,127 ", -   ," 2,180,430 "," 371,473 "," 111,035,532 "," 4,313,489 "," 3,942,336 "," 111,426,071 "," 3,922,950 ", 84.6 , 1.2 , 8.3 , -   , 0.3 , 0.3 , 3.0 , 0.1 , -   , 1.9 , 0.3 , 96.3 , 3.7 , 3.4 , 96.6 , 3.4 
KS,20," 18,320 "," 342,968,033 "," 156,215,686 "," 535,882,719 "," 236,763,792 "," 49,727,762 "," 21,780,081 "," 27,726 "," 12,925 "," 31,571 "," 35,029,736 "," 7,652,670 "," 1,111,421 "," 35,282,360 ",N/A, 1.115 , 1.187 , 1.270 ," 1,408.860 ", 153.891 , 22.350 ," 1,419.021 ", N/A , 0.162 , 0.165 , 0.184 , 204.274 , N/A , 1.830 , 1.947 , 2.083 ," 2,311.560 ", 252.494 , 36.671 , N/A , 1.734 , 30.618 , 3.150 , 1.800 , 1.800 , 24.603 , 2.961 , 1.865 , 2.185 , 2.727 , 0.039 , 2.087 ," 2,352.076 "," 4,770.954 "," 1,566.877 "," 2,316.397 ", N/A , N/A , 0.155 , 1.013 , 0.239 , 0.159 , 0.159 , 0.860 , 0.230 , 0.164 , 0.195 , 0.090 , 0.003 , 0.184 , 209.564 , 157.810 , 118.807 , 204.736 , N/A , N/A , 2.177 , 2.227 , 2.694 ," 2,288.986 ", 475.071 , 68.808 , N/A ," 28,752,282 "," 44,280 "," 1,452,523 "," 8,558,384 "," 16,214 "," 59,217 "," 10,844,861 ", -   , -   , -   , 1 ," 38,807,470 "," 10,920,292 "," 10,904,078 "," 30,308,303 "," 19,419,459 ", 57.8 , 0.1 , 2.9 , 17.2 , 0.0 , 0.1 , 21.8 , -   , -   , -   , 0.0 , 78.0 , 22.0 , 21.9 , 60.9 , 39.1 
KY,21," 29,648 "," 928,239,324 "," 384,682,971 "," 958,134,641 "," 395,423,054 "," 90,896,435 "," 37,185,318 "," 87,906 "," 34,350 "," 202,495 "," 94,007,833 "," 21,727,248 "," 3,166,312 "," 94,726,748 ",N/A, 1.934 , 1.847 , 4.456 ," 2,068.460 ", 239.033 , 34.834 ," 2,084.279 ", N/A , 0.189 , 0.179 , 0.436 , 202.551 , N/A , 2.003 , 1.914 , 4.615 ," 2,142.559 ", 247.596 , 36.082 , N/A , 2.010 , 35.933 , 0.502 , 1.992 , 1.895 , 35.962 , 0.689 , 1.889 , 4.685 , 3.242 , 0.006 , 4.630 ," 2,166.138 "," 1,825.981 "," 1,126.677 "," 2,153.977 ", N/A , N/A , 0.189 , 3.214 , 0.053 , 0.188 , 0.178 , 3.214 , 0.059 , 0.177 , 0.441 , 0.290 , 0.001 , 0.437 , 204.140 , 163.326 , 118.752 , 203.246 , N/A , N/A , 2.112 , 1.995 , 5.009 ," 2,137.485 ", 487.933 , 71.026 , N/A ," 83,601,961 "," 1,152,779 "," 2,500,197 ", -   ," 3,143,567 "," 447,989 ", -   , -   , -   ," 49,941 ", -   ," 87,304,879 "," 3,591,556 "," 447,989 "," 87,752,868 "," 3,143,567 ", 92.0 , 1.3 , 2.8 , -   , 3.5 , 0.5 , -   , -   , -   , 0.1 , -   , 96.0 , 4.0 , 0.5 , 96.5 , 3.5 
LA,22," 34,085 "," 699,344,838 "," 334,983,575 "," 891,989,968 "," 415,524,825 "," 103,522,969 "," 47,038,607 "," 44,407 "," 21,104 "," 67,219 "," 50,474,153 "," 7,060,837 "," 1,025,434 "," 50,707,234 ",N/A, 0.858 , 0.897 , 1.299 , 975.130 , 68.206 , 9.905 , 979.633 , N/A , 0.127 , 0.126 , 0.192 , 144.347 , N/A , 1.035 , 1.083 , 1.567 ," 1,176.834 ", 82.314 , 11.954 , N/A , 1.697 , 0.811 , 0.942 , 1.052 , 1.579 , 0.756 , 1.037 , 1.088 , 7.118 , 2.548 , 0.056 , 1.681 ," 2,197.406 "," 1,543.611 ", 897.472 ," 1,226.571 ", N/A , N/A , 0.163 , 0.108 , 0.122 , 0.129 , 0.150 , 0.097 , 0.128 , 0.129 , 0.685 , 0.339 , 0.007 , 0.206 , 211.442 , 205.312 , 116.028 , 150.273 , N/A , N/A , 1.176 , 1.233 , 1.655 ," 1,255.466 ", 171.721 , 24.748 , N/A ," 19,221,019 "," 5,231,074 "," 56,072,108 "," 17,311,330 "," 1,090,038 "," 2,779,604 ", -   , -   , -   ," 1,991,004 "," 484,768 "," 100,311,303 "," 3,869,642 "," 2,779,604 "," 85,779,577 "," 18,401,368 ", 18.4 , 5.0 , 53.8 , 16.6 , 1.0 , 2.7 , -   , -   , -   , 1.9 , 0.5 , 96.3 , 3.7 , 2.7 , 82.3 , 17.7 
MA,25," 18,890 "," 217,712,512 "," 96,908,329 "," 291,413,753 "," 126,648,703 "," 31,014,179 "," 14,058,768 "," 10,452 "," 3,651 "," 5,780 "," 13,778,384 "," 3,512,907 "," 465,487 "," 13,887,420 ",N/A, 0.674 , 0.519 , 0.373 , 888.522 , 113.268 , 15.009 , 895.553 , N/A , 0.096 , 0.075 , 0.053 , 126.574 , N/A , 0.860 , 0.663 , 0.476 ," 1,134.043 ", 144.567 , 19.156 , N/A , 1.298 , 2.295 , 0.192 , 0.397 , 1.489 , 2.050 , 0.156 , 0.214 , 2.014 , 2.400 , 0.110 , 0.429 ," 2,042.551 "," 1,653.178 ", 926.785 ," 1,096.978 ", N/A , N/A , 0.127 , 0.215 , 0.025 , 0.049 , 0.133 , 0.182 , 0.020 , 0.028 , 0.198 , 0.225 , 0.014 , 0.053 , 200.409 , 154.991 , 119.853 , 134.710 , N/A , N/A , 0.664 , 0.413 , 0.641 ," 1,199.590 ", 178.561 , 24.537 , N/A ," 2,794,889 "," 956,092 "," 18,473,432 "," 5,769,154 "," 438,774 "," 1,197,608 "," 210,783 "," 294,106 ", -   ," 877,549 ", -   ," 28,871,117 "," 2,141,271 "," 1,702,497 "," 24,299,571 "," 6,712,817 ", 9.0 , 3.1 , 59.6 , 18.6 , 1.4 , 3.9 , 0.7 , 0.9 , -   , 2.8 , -   , 93.1 , 6.9 , 5.5 , 78.4 , 21.6 
MD,24," 17,844 "," 234,462,676 "," 96,930,013 "," 403,720,359 "," 169,183,766 "," 37,819,445 "," 15,601,586 "," 16,264 "," 5,574 "," 25,340 "," 21,940,311 "," 5,412,138 "," 780,765 "," 22,118,156 ",N/A, 0.860 , 0.715 , 1.340 ," 1,160.266 ", 143.105 , 20.645 ," 1,169.671 ", N/A , 0.139 , 0.115 , 0.216 , 187.154 , N/A , 1.516 , 1.260 , 2.362 ," 2,045.424 ", 252.278 , 36.394 , N/A , 1.339 , 15.626 , 1.193 , 1.371 , 1.084 , 15.504 , 1.212 , 1.126 , 2.509 , 54.040 , 0.013 , 2.433 ," 2,155.075 "," 5,390.414 "," 1,123.192 "," 2,064.983 ", N/A , N/A , 0.124 , 0.484 , 0.127 , 0.128 , 0.098 , 0.362 , 0.122 , 0.102 , 0.233 , 1.673 , 0.001 , 0.228 , 200.397 , 166.881 , 119.759 , 193.170 , N/A , N/A , 1.712 , 1.407 , 2.902 ," 2,079.138 ", 479.389 , 69.380 , N/A ," 17,603,291 "," 463,456 "," 2,505,890 "," 14,343,334 "," 1,615,523 "," 567,144 "," 314,338 "," 93,185 ", -   ," 313,284 ", -   ," 35,229,255 "," 2,590,190 "," 974,667 "," 21,453,065 "," 16,366,380 ", 46.5 , 1.2 , 6.6 , 37.9 , 4.3 , 1.5 , 0.8 , 0.2 , -   , 0.8 , -   , 93.2 , 6.8 , 2.6 , 56.7 , 43.3 
ME,23," 5,832 "," 69,082,078 "," 28,763,541 "," 112,036,080 "," 46,397,019 "," 13,245,795 "," 5,698,355 "," 3,184 "," 1,158 "," 2,342 "," 2,292,308 "," 2,228,291 "," 315,950 "," 2,359,734 ",N/A, 0.481 , 0.406 , 0.354 , 346.119 , 168.226 , 23.853 , 356.299 , N/A , 0.092 , 0.081 , 0.068 , 66.365 , N/A , 0.747 , 0.631 , 0.549 , 537.587 , 261.287 , 37.048 , N/A , -   , 2.006 , 0.156 , 0.243 , -   , 2.769 , 0.130 , 0.142 , -   , 6.671 , 0.191 , 0.496 , -   ," 1,843.087 ", 636.607 , 693.386 , N/A , N/A , -   , 0.187 , 0.025 , 0.038 , -   , 0.195 , 0.022 , 0.023 , -   , 0.621 , 0.031 , 0.077 , -   , 171.571 , 102.209 , 107.653 , N/A , N/A , 0.512 , 0.345 , 0.551 , 648.047 , 281.207 , 39.723 , N/A ," 79,104 "," 304,962 "," 4,344,552 ", -   ," 3,620,334 "," 3,394,386 "," 1,097,329 ", -   , -   ," 308,447 "," 96,682 "," 5,133,747 "," 8,112,049 "," 4,491,715 "," 8,528,132 "," 4,717,663 ", 0.6 , 2.3 , 32.8 , -   , 27.3 , 25.6 , 8.3 , -   , -   , 2.3 , 0.7 , 38.8 , 61.2 , 33.9 , 64.4 , 35.6 
MI,26," 35,992 "," 730,611,492 "," 317,963,287 "," 1,109,388,715 "," 483,603,297 "," 106,747,582 "," 46,153,964 "," 64,216 "," 28,311 "," 156,964 "," 67,940,296 "," 15,393,448 "," 2,222,701 "," 68,446,445 ",N/A, 1.203 , 1.227 , 2.941 ," 1,272.915 ", 144.204 , 20.822 ," 1,282.398 ", N/A , 0.176 , 0.178 , 0.430 , 185.982 , N/A , 1.815 , 1.851 , 4.437 ," 1,920.678 ", 217.587 , 31.418 , N/A , 1.957 , 108.794 , 0.535 , 1.685 , 1.961 , 93.447 , 0.576 , 1.722 , 5.667 , 16.322 , 0.133 , 4.599 ," 2,226.614 "," 8,748.576 "," 1,031.494 "," 1,996.046 ", N/A , N/A , 0.184 , 1.960 , 0.062 , 0.164 , 0.183 , 1.881 , 0.067 , 0.166 , 0.532 , 0.294 , 0.015 , 0.448 , 208.872 , 157.651 , 119.386 , 194.334 , N/A , N/A , 1.710 , 1.740 , 4.630 ," 1,882.348 ", 396.870 , 57.284 , N/A ," 52,899,845 "," 1,051,298 "," 12,465,145 "," 31,245,848 "," 899,133 "," 2,806,234 "," 3,856,432 ", -   , -   ," 1,505,855 "," 17,792 "," 99,185,783 "," 7,561,799 "," 6,662,666 "," 70,746,169 "," 36,001,413 ", 49.6 , 1.0 , 11.7 , 29.3 , 0.8 , 2.6 , 3.6 , -   , -   , 1.4 , 0.0 , 92.9 , 7.1 , 6.2 , 66.3 , 33.7 
MN,27," 21,058 "," 360,484,230 "," 148,048,812 "," 590,782,742 "," 239,185,510 "," 56,981,324 "," 22,980,544 "," 27,615 "," 11,122 "," 29,008 "," 34,198,306 "," 8,776,872 "," 1,258,627 "," 34,472,152 ",N/A, 0.969 , 0.968 , 1.018 ," 1,200.334 ", 154.031 , 22.088 ," 1,209.946 ", N/A , 0.153 , 0.150 , 0.161 , 189.735 , N/A , 1.622 , 1.620 , 1.704 ," 2,008.779 ", 257.773 , 36.965 , N/A , 1.754 , 5.415 , 0.370 , 1.601 , 1.749 , 2.195 , 0.286 , 1.571 , 1.951 , 1.146 , 0.057 , 1.737 ," 2,240.388 ", 704.311 , 918.800 ," 2,090.154 ", N/A , N/A , 0.163 , 0.437 , 0.044 , 0.153 , 0.162 , 0.180 , 0.036 , 0.150 , 0.182 , 0.092 , 0.007 , 0.166 , 208.519 , 56.794 , 110.288 , 199.549 , N/A , N/A , 1.976 , 1.969 , 1.851 ," 1,785.764 ", 447.764 , 63.737 , N/A ," 27,956,680 "," 60,248 "," 3,871,764 "," 12,707,166 "," 548,488 "," 1,763,168 "," 9,674,170 "," 2,653 ", -   ," 281,013 "," 115,975 "," 44,992,845 "," 11,988,479 "," 11,439,991 "," 34,048,847 "," 22,932,477 ", 49.1 , 0.1 , 6.8 , 22.3 , 1.0 , 3.1 , 17.0 , 0.0 , -   , 0.5 , 0.2 , 79.0 , 21.0 , 20.1 , 59.8 , 40.2 
MO,29," 24,281 "," 746,818,341 "," 332,511,527 "," 861,313,934 "," 384,412,380 "," 87,833,977 "," 38,714,170 "," 75,218 "," 31,674 "," 135,591 "," 76,592,409 "," 18,373,415 "," 2,668,813 "," 77,198,996 ",N/A, 1.713 , 1.636 , 3.087 ," 1,744.027 ", 209.183 , 30.385 ," 1,757.839 ", N/A , 0.201 , 0.191 , 0.363 , 205.117 , N/A , 1.961 , 1.874 , 3.536 ," 1,997.152 ", 239.544 , 34.795 , N/A , 2.025 , 50.618 , 0.475 , 1.951 , 1.948 , 153.796 , 0.445 , 1.869 , 3.705 , 12.491 , 0.306 , 3.538 ," 2,050.080 "," 6,200.389 "," 1,003.129 "," 1,998.769 ", N/A , N/A , 0.207 , 1.333 , 0.057 , 0.200 , 0.196 , 1.478 , 0.054 , 0.190 , 0.378 , 0.329 , 0.036 , 0.363 , 209.126 , 163.326 , 119.301 , 205.298 , N/A , N/A , 1.688 , 1.610 , 3.078 ," 1,924.159 ", 444.157 , 64.303 , N/A ," 72,409,212 "," 103,646 "," 4,047,005 "," 9,276,356 "," 716,189 "," 115,635 "," 1,131,105 "," 8,707 ", -   ," 26,123 ", -   ," 85,862,342 "," 1,971,636 "," 1,255,447 "," 76,701,621 "," 11,132,357 ", 82.4 , 0.1 , 4.6 , 10.6 , 0.8 , 0.1 , 1.3 , 0.0 , -   , 0.0 , -   , 97.8 , 2.2 , 1.4 , 87.3 , 12.7 
