 State abbreviation , FIPS State code , State nameplate capacity (MW) , State annual heat input from combustion (MMBtu) , State ozone season heat input from combustion (MMBtu) , State total annual heat input (MMBtu) , State total ozone season heat input (MMBtu) , State annual net generation (MWh) , State ozone season net generation (MWh) , State annual NOx emissions (tons) , State ozone season NOx emissions (tons) , State annual SO2 emissions (tons) , State annual CO2 emissions (tons) , State annual CH4 emissions (lbs) , State annual N2O emissions (lbs) , State annual CO2 equivalent emissions (tons) , State annual Hg emissions (lbs) , State annual NOx total output emission rate (lb/MWh) , State ozone season NOx total output emission rate (lb/MWh) , State annual SO2 total output emission rate (lb/MWh) , State annual CO2 total output emission rate (lb/MWh) , State annual CH4 total output emission rate (lb/GWh) , State annual N2O total output emission rate (lb/GWh) , State annual CO2 equivalent total output emission rate (lb/MWh) , State annual Hg total output emission rate (lb/GWh) , State annual NOx input emission rate (lb/MMBtu) , State ozone season NOx input emission rate (lb/MMBtu) , State annual SO2 input emission rate (lb/MMBtu) , State annual CO2 input emission rate (lb/MMBtu) , State annual Hg input emission rate (lb/BBtu) , State annual NOx combustion output emission rate (lb/MWh) , State ozone season NOx combustion output emission rate (lb/MWh) , State annual SO2 combustion output emission rate (lb/MWh) , State annual CO2 combustion output emission rate (lb/MWh) , State annual CH4 combustion output emission rate (lb/GWh) , State annual N2O combustion output emission rate (lb/GWh) , State annual Hg combustion output emission rate (lb/GWh) , State annual NOx coal output emission rate (lb/MWh) , State annual NOx oil output emission rate (lb/MWh) , State annual NOx gas output emission rate (lb/MWh) , State annual NOx fossil fuel output emission rate (lb/MWh) , State ozone season NOx coal output emission rate (lb/MWh) , State ozone season NOx oil output emission rate (lb/MWh) , State ozone season NOx gas output emission rate (lb/MWh) , State ozone season Nox fossil fuel output emission rate (lb/MWh) , State annual SO2 coal output emission rate (lb/MWh) , State annual SO2 oil output emission rate (lb/MWh) , State annual SO2 gas output emission rate (lb/MWh) , State annual SO2 fossil fuel output emission rate (lb/MWh) , State annual CO2 coal output emission rate (lb/MWh) , State annual CO2 oil output emission rate (lb/MWh) , State annual CO2 gas output emission rate (lb/MWh) , State annual CO2 fossil fuel output emission rate (lb/MWh) , State annual Hg coal output emission rate (lb/GWh) , State annual Hg fossil fuel output emission rate (lb/GWh) , State annual NOx coal input emission rate (lb/MMBtu) , State annual NOx oil input emission rate (lb/MMBtu) , State annual NOx gas input emission rate (lb/MMBtu) , State annual NOx fossil fuel input emission rate (lb/MMBtu) , State ozone season NOx coal input emission rate (lb/MMBtu) , State ozone season NOx oil input emission rate (lb/MMBtu) , State ozone season NOx gas input emission rate (lb/MMBtu) , State ozone season NOx fossil fuel input emission rate (lb/MMBtu) , State annual SO2 coal input emission rate (lb/MMBtu) , State annual SO2 oil input emission rate (lb/MMBtu) , State annual SO2 gas input emission rate (lb/MMBtu) , State annual SO2 fossil fuel input emission rate (lb/MMBtu) , State annual CO2 coal input emission rate (lb/MMBtu) , State annual CO2 oil input emission rate (lb/MMBtu) , State annual CO2 gas input emission rate (lb/MMBtu) , State annual CO2 fossil fuel input emission rate (lb/MMBtu) , State annual Hg coal input emission rate (lb/BBtu) , State annual Hg fossil fuel input emission rate (lb/BBtu) , State annual NOx non-baseload output emission rate (lb/MWh) , State ozone season NOx non-baseload output emission rate (lb/MWh) , State annual SO2 non-baseload output emission rate (lb/MWh)  , State annual CO2 non-baseload  output emission rate (lb/MWh)  , State annual CH4 non-baseload output emission rate (lb/GWh) , State annual N2O non-baseload output emission rate (lb/GWh) , State annual Hg non-baseload  output emission rate (lb/GWh)  , State annual coal net generation (MWh) , State annual oil net generation (MWh) , State annual gas net generation (MWh) , State annual nuclear net generation (MWh) , State annual hydro net generation (MWh) , State annual biomass net generation (MWh) , State annual wind net generation (MWh) , State annual solar net generation (MWh) , State annual geothermal net generation (MWh) , State annual other fossil net generation (MWh) , State annual other unknown/ purchased fuel net generation (MWh) , State annual total nonrenewables net generation (MWh) , State annual total renewables net generation (MWh) , State annual total nonhydro renewables net generation (MWh) , State annual total combustion net generation (MWh) , State annual total noncombustion net generation (MWh) , State coal generation percent (resource mix) , State oil generation percent (resource mix) , State gas generation percent (resource mix) , State nuclear generation percent (resource mix) , State hydro generation percent (resource mix) , State biomass generation percent (resource mix) , State wind generation percent (resource mix) , State solar generation percent (resource mix) , State geothermal generation percent (resource mix) , State other fossil  generation percent (resource mix) , State other unknown/ purchased fuel generation percent (resource mix) , State total nonrenewables generation percent (resource mix) , State total renewables generation percent (resource mix) , State total nonhydro renewables generation percent (resource mix) , State total combustion generation percent (resource mix) , State total noncombustion generation percent (resource mix) 
MS,28," 19,439 "," 373,857,436 "," 179,787,627 "," 481,086,156 "," 231,007,546 "," 55,127,092 "," 26,236,752 "," 20,771 "," 10,508 "," 92,661 "," 27,209,854 "," 3,502,986 "," 505,592 "," 27,325,002 ",N/A, 0.754 , 0.801 , 3.362 , 987.168 , 63.544 , 9.171 , 991.346 , N/A , 0.111 , 0.117 , 0.496 , 145.563 , N/A , 0.926 , 0.984 , 4.130 ," 1,212.698 ", 78.061 , 11.267 , N/A , 1.991 , 0.538 , 0.170 , 0.943 , 2.084 , 0.521 , 0.147 , 1.000 , 9.891 , 0.022 , 0.005 , 4.197 ," 1,738.009 "," 1,396.346 ", 900.429 ," 1,256.688 ", N/A , N/A , 0.208 , 0.046 , 0.022 , 0.112 , 0.213 , 0.043 , 0.020 , 0.117 , 1.034 , 0.002 , 0.001 , 0.498 , 181.616 , 119.540 , 118.781 , 149.016 , N/A , N/A , 0.983 , 1.032 , 4.575 ," 1,243.881 ", 149.253 , 20.999 , N/A ," 10,742,566 "," 14,101 "," 32,605,949 "," 10,252,183 ", -   ," 1,507,949 ", -   , -   , -   ," 4,344 ", -   ," 53,619,143 "," 1,507,949 "," 1,507,949 "," 44,874,909 "," 10,252,183 ", 19.5 , 0.0 , 59.1 , 18.6 , -   , 2.7 , -   , -   , -   , 0.0 , -   , 97.3 , 2.7 , 2.7 , 81.4 , 18.6 
MT,30," 7,012 "," 189,197,878 "," 74,759,708 "," 319,688,000 "," 133,296,101 "," 30,257,616 "," 12,622,435 "," 20,194 "," 8,069 "," 15,064 "," 19,566,329 "," 4,114,465 "," 612,223 "," 19,704,426 ",N/A, 1.335 , 1.279 , 0.996 ," 1,293.316 ", 135.981 , 20.234 ," 1,302.444 ", N/A , 0.213 , 0.216 , 0.159 , 206.835 , N/A , 2.404 , 2.303 , 1.793 ," 2,329.176 ", 244.893 , 36.439 , N/A , 2.479 , 1.001 , 2.320 , 2.438 , 2.526 , 0.950 , 2.443 , 2.490 , 1.905 , 0.987 , 0.013 , 1.823 ," 2,414.679 "," 1,849.287 "," 1,382.073 "," 2,368.339 ", N/A , N/A , 0.216 , 0.122 , 0.200 , 0.213 , 0.221 , 0.117 , 0.122 , 0.216 , 0.166 , 0.120 , 0.001 , 0.160 , 209.936 , 225.447 , 119.428 , 207.324 , N/A , N/A , 2.437 , 2.516 , 1.939 ," 2,194.927 ", 454.749 , 66.171 , N/A ," 15,579,416 "," 428,369 "," 515,454 ", -   ," 11,482,751 "," 13,009 "," 1,973,794 ", -   , -   , 10 ," 264,814 "," 16,788,062 "," 13,469,554 "," 1,986,803 "," 16,801,071 "," 13,456,545 ", 51.5 , 1.4 , 1.7 , -   , 37.9 , 0.0 , 6.5 , -   , -   , 0.0 , 0.9 , 55.5 , 44.5 , 6.6 , 55.5 , 44.5 
NC,37," 45,383 "," 719,831,375 "," 318,680,293 "," 1,200,493,741 "," 527,635,028 "," 126,271,599 "," 56,174,851 "," 43,456 "," 17,476 "," 43,435 "," 61,856,263 "," 13,214,881 "," 1,905,777 "," 62,288,821 ",N/A, 0.688 , 0.622 , 0.688 , 979.734 , 104.654 , 15.093 , 986.585 , N/A , 0.121 , 0.110 , 0.121 , 171.863 , N/A , 1.065 , 0.963 , 1.064 ," 1,515.855 ", 161.922 , 23.352 , N/A , 1.465 , 5.742 , 0.225 , 1.033 , 1.372 , 2.607 , 0.162 , 0.899 , 1.556 , 1.018 , 0.026 , 1.017 ," 1,947.092 "," 2,144.025 ", 962.276 ," 1,601.143 ", N/A , N/A , 0.154 , 0.393 , 0.028 , 0.115 , 0.143 , 0.176 , 0.021 , 0.102 , 0.164 , 0.070 , 0.003 , 0.113 , 204.788 , 146.595 , 119.251 , 177.762 , N/A , N/A , 0.975 , 0.827 , 0.879 ," 1,469.078 ", 279.445 , 40.161 , N/A ," 49,238,197 "," 458,734 "," 28,737,608 "," 40,967,020 "," 4,834,092 "," 2,546,701 ", -   ," 723,525 ", -   ," 313,278 "," 317,875 "," 120,032,712 "," 8,104,318 "," 3,270,225 "," 81,612,392 "," 46,524,637 ", 38.4 , 0.4 , 22.4 , 32.0 , 3.8 , 2.0 , -   , 0.6 , -   , 0.2 , 0.2 , 93.7 , 6.3 , 2.6 , 63.7 , 36.3 
ND,38," 8,673 "," 304,442,858 "," 118,365,159 "," 387,800,023 "," 150,541,080 "," 36,462,508 "," 14,166,705 "," 46,632 "," 18,253 "," 50,585 "," 32,978,634 "," 7,396,552 "," 1,075,713 "," 33,223,034 ",N/A, 2.558 , 2.577 , 2.775 ," 1,808.907 ", 202.854 , 29.502 ," 1,822.312 ", N/A , 0.306 , 0.308 , 0.332 , 216.649 , N/A , 3.363 , 3.389 , 3.649 ," 2,378.661 ", 266.747 , 38.794 , N/A , 3.399 , 27.735 , 0.122 , 3.375 , 3.425 , 27.661 , 0.027 , 3.394 , 3.689 , 12.671 , 0.005 , 3.661 ," 2,395.736 "," 4,260.170 "," 1,032.536 "," 2,385.459 ", N/A , N/A , 0.308 , 1.063 , 0.014 , 0.307 , 0.309 , 1.060 , 0.015 , 0.309 , 0.335 , 0.486 , 0.001 , 0.333 , 217.369 , 163.326 , 118.860 , 216.774 , N/A , N/A , 4.318 , 4.640 , 3.755 ," 2,381.626 ", 535.561 , 77.787 , N/A ," 27,394,068 "," 25,777 "," 234,655 ", -   ," 2,531,360 "," 2,652 "," 6,202,412 ", -   , -   ," 40,143 "," 31,440 "," 27,726,084 "," 8,736,424 "," 6,205,064 "," 27,728,736 "," 8,733,772 ", 75.1 , 0.1 , 0.6 , -   , 6.9 , 0.0 , 17.0 , -   , -   , 0.1 , 0.1 , 76.0 , 24.0 , 17.0 , 76.0 , 24.0 
NE,31," 9,644 "," 264,289,047 "," 114,651,929 "," 406,984,081 "," 174,769,906 "," 39,431,138 "," 16,925,088 "," 25,213 "," 10,533 "," 61,638 "," 27,467,791 "," 6,305,349 "," 916,903 "," 27,676,117 ",N/A, 1.279 , 1.245 , 3.126 ," 1,393.203 ", 159.908 , 23.253 ," 1,403.770 ", N/A , 0.191 , 0.184 , 0.466 , 207.862 , N/A , 1.983 , 1.930 , 4.847 ," 2,159.878 ", 247.905 , 36.049 , N/A , 1.967 , 29.187 , 0.780 , 1.954 , 1.899 , 21.234 , 0.783 , 1.880 , 4.923 , 10.438 , 0.022 , 4.858 ," 2,177.411 "," 3,855.421 "," 1,260.058 "," 2,165.361 ", N/A , N/A , 0.189 , 1.236 , 0.074 , 0.188 , 0.183 , 1.063 , 0.075 , 0.181 , 0.474 , 0.442 , 0.002 , 0.468 , 209.680 , 163.326 , 119.295 , 208.442 , N/A , N/A , 2.237 , 2.160 , 4.995 ," 2,162.574 ", 502.505 , 72.983 , N/A ," 24,922,175 "," 42,513 "," 405,708 "," 10,101,838 "," 1,157,781 "," 64,185 "," 2,736,939 ", -   , -   , -   , -   ," 35,472,233 "," 3,958,905 "," 2,801,124 "," 25,434,580 "," 13,996,558 ", 63.2 , 0.1 , 1.0 , 25.6 , 2.9 , 0.2 , 6.9 , -   , -   , -   , -   , 90.0 , 10.0 , 7.1 , 64.5 , 35.5 
NH,33," 4,674 "," 73,492,320 "," 28,856,067 "," 196,894,209 "," 83,253,532 "," 19,538,395 "," 8,335,017 "," 3,952 ", 959 ," 2,893 "," 3,691,522 "," 2,090,124 "," 278,464 "," 3,756,630 ",N/A, 0.405 , 0.230 , 0.296 , 377.874 , 106.975 , 14.252 , 384.538 , N/A , 0.108 , 0.066 , 0.079 , 100.460 , N/A , 1.043 , 0.594 , 0.764 , 974.378 , 275.844 , 36.750 , N/A , 2.911 , 2.646 , 0.093 , 0.716 , 3.255 , 1.686 , 0.085 , 0.190 , 1.811 , 4.851 , 0.007 , 0.486 ," 2,078.850 "," 1,988.637 ", 887.359 ," 1,151.505 ", N/A , N/A , 0.287 , 0.201 , 0.013 , 0.089 , 0.284 , 0.107 , 0.012 , 0.025 , 0.179 , 0.368 , 0.001 , 0.060 , 205.165 , 150.867 , 120.489 , 142.878 , N/A , N/A , 1.127 , 0.514 , 1.023 ," 1,160.188 ", 387.376 , 52.806 , N/A ," 1,310,999 "," 287,450 "," 4,388,291 "," 10,168,265 "," 1,381,362 "," 1,540,808 "," 411,581 ", -   , -   ," 49,639 ", -   ," 16,204,644 "," 3,333,751 "," 1,952,389 "," 7,577,187 "," 11,961,208 ", 6.7 , 1.5 , 22.5 , 52.0 , 7.1 , 7.9 , 2.1 , -   , -   , 0.3 , -   , 82.9 , 17.1 , 10.0 , 38.8 , 61.2 
NJ,34," 27,095 "," 300,901,498 "," 137,232,608 "," 650,386,734 "," 268,580,364 "," 66,819,245 "," 27,937,572 "," 10,574 "," 4,607 "," 2,435 "," 18,512,129 "," 2,699,756 "," 348,363 "," 18,594,473 ",N/A, 0.316 , 0.330 , 0.073 , 554.096 , 40.404 , 5.214 , 556.560 , N/A , 0.070 , 0.067 , 0.016 , 123.044 , N/A , 0.609 , 0.635 , 0.140 ," 1,066.294 ", 77.753 , 10.033 , N/A , 1.377 , 3.515 , 0.284 , 0.403 , 1.200 , 3.286 , 0.296 , 0.401 , 1.132 , 0.859 , 0.010 , 0.129 ," 2,009.306 "," 1,766.960 ", 941.026 ," 1,054.741 ", N/A , N/A , 0.121 , 0.272 , 0.036 , 0.049 , 0.105 , 0.193 , 0.036 , 0.047 , 0.099 , 0.066 , 0.001 , 0.016 , 176.390 , 136.489 , 119.476 , 127.787 , N/A , N/A , 0.593 , 0.590 , 0.172 ," 1,127.218 ", 102.413 , 13.278 , N/A ," 2,514,539 "," 465,258 "," 30,104,013 "," 31,507,121 "," (219,608)"," 998,426 "," 22,855 "," 511,562 ", -   ," 537,503 "," 102,631 "," 65,231,065 "," 1,313,235 "," 1,532,843 "," 34,722,370 "," 31,821,930 ", 3.8 , 0.7 , 45.1 , 47.2 , -   , 1.5 , 0.0 , 0.8 , -   , 0.8 , 0.2 , 97.7 , 2.0 , 2.3 , 52.0 , 47.7 
NM,35," 11,368 "," 294,926,922 "," 131,975,445 "," 322,476,639 "," 142,551,885 "," 32,305,545 "," 14,284,101 "," 45,223 "," 19,677 "," 12,066 "," 27,162,310 "," 5,365,411 "," 772,786 "," 27,338,429 ",N/A, 2.800 , 2.755 , 0.747 ," 1,681.588 ", 166.083 , 23.921 ," 1,692.491 ", N/A , 0.307 , 0.298 , 0.082 , 184.197 , N/A , 3.075 , 3.026 , 0.821 ," 1,847.234 ", 182.443 , 26.278 , N/A , 4.037 , 17.059 , 0.870 , 3.075 , 4.053 , 16.844 , 0.798 , 2.988 , 1.174 , 7.718 , 0.010 , 0.821 ," 2,197.867 "," 2,674.890 "," 1,042.937 "," 1,847.234 ", N/A , N/A , 0.382 , 1.042 , 0.099 , 0.307 , 0.379 , 1.033 , 0.092 , 0.298 , 0.111 , 0.471 , 0.001 , 0.082 , 207.971 , 163.325 , 118.645 , 184.197 , N/A , N/A , 2.908 , 2.781 , 0.715 ," 1,657.703 ", 296.071 , 42.283 , N/A ," 20,355,631 "," 63,157 "," 8,975,656 ", -   ," 98,381 "," 14,179 "," 2,274,750 "," 515,054 "," 8,736 ", -   , -   ," 29,394,444 "," 2,911,101 "," 2,812,720 "," 29,408,624 "," 2,896,921 ", 63.0 , 0.2 , 27.8 , -   , 0.3 , 0.0 , 7.0 , 1.6 , 0.0 , -   , -   , 91.0 , 9.0 , 8.7 , 91.0 , 9.0 
NV,32," 19,705 "," 236,694,687 "," 113,858,425 "," 296,753,925 "," 139,188,738 "," 35,801,019 "," 16,880,657 "," 14,438 "," 6,926 "," 10,623 "," 17,268,190 "," 2,123,037 "," 291,683 "," 17,335,693 ",N/A, 0.807 , 0.821 , 0.593 , 964.676 , 59.301 , 8.147 , 968.447 , N/A , 0.122 , 0.122 , 0.090 , 145.911 , N/A , 0.983 , 1.000 , 0.723 ," 1,175.930 ", 72.287 , 9.932 , N/A , 2.539 , (2.763), 0.516 , 0.968 , 2.625 , (2.563), 0.519 , 0.964 , 3.093 , (0.247), 0.004 , 0.694 ," 2,222.419 ", (140.309), 864.239 ," 1,167.619 ", N/A , N/A , 0.240 , 3.216 , 0.071 , 0.121 , 0.246 , 3.207 , 0.071 , 0.120 , 0.292 , 0.288 , 0.001 , 0.087 , 209.729 , 163.321 , 118.643 , 145.511 , N/A , N/A , 0.904 , 0.895 , 0.539 ," 1,144.085 ", 133.154 , 18.160 , N/A ," 6,547,864 "," 15,030 "," 22,761,837 ", -   ," 2,389,000 "," 24,568 "," 300,134 "," 1,013,682 "," 2,728,788 "," 5,151 "," 14,965 "," 29,344,847 "," 6,456,172 "," 4,067,172 "," 29,369,415 "," 6,431,604 ", 18.3 , 0.0 , 63.6 , -   , 6.7 , 0.1 , 0.8 , 2.8 , 7.6 , 0.0 , 0.0 , 82.0 , 18.0 , 11.4 , 82.0 , 18.0 
NY,36," 50,628 "," 566,540,169 "," 252,113,995 "," 1,303,181,506 "," 556,938,885 "," 133,648,655 "," 57,141,331 "," 27,896 "," 10,478 "," 21,145 "," 34,851,025 "," 5,008,633 "," 655,981 "," 35,005,293 ",N/A, 0.417 , 0.367 , 0.316 , 521.532 , 37.476 , 4.908 , 523.841 , N/A , 0.098 , 0.083 , 0.075 , 123.031 , N/A , 0.870 , 0.764 , 0.659 ," 1,086.545 ", 78.077 , 10.226 , N/A , 2.611 , 1.165 , 0.381 , 0.614 , 1.983 , 0.728 , 0.363 , 0.469 , 6.549 , 1.852 , 0.047 , 0.693 ," 2,102.731 "," 1,367.649 "," 1,043.656 "," 1,150.882 ", N/A , N/A , 0.257 , 0.109 , 0.044 , 0.068 , 0.190 , 0.066 , 0.041 , 0.052 , 0.644 , 0.173 , 0.005 , 0.077 , 206.876 , 127.399 , 119.795 , 128.335 , N/A , N/A , 0.881 , 0.687 , 0.977 ," 1,260.291 ", 120.594 , 16.035 , N/A ," 4,592,054 "," 2,135,858 "," 54,113,043 "," 43,038,624 "," 25,595,572 "," 2,407,602 "," 3,968,407 "," 70,410 ", -   ," 901,624 ", -   ," 104,781,204 "," 32,041,992 "," 6,446,419 "," 64,150,183 "," 72,673,013 ", 3.4 , 1.6 , 39.5 , 31.5 , 18.7 , 1.8 , 2.9 , 0.1 , -   , 0.7 , -   , 76.6 , 23.4 , 4.7 , 46.9 , 53.1 
OH,39," 44,231 "," 1,124,193,138 "," 469,402,869 "," 1,310,596,765 "," 554,878,680 "," 134,484,232 "," 56,715,801 "," 91,403 "," 34,457 "," 313,246 "," 107,527,606 "," 22,886,922 "," 3,318,339 "," 108,282,178 ",N/A, 1.359 , 1.215 , 4.658 ," 1,599.111 ", 170.183 , 24.675 ," 1,610.333 ", N/A , 0.163 , 0.147 , 0.557 , 191.297 , N/A , 1.569 , 1.402 , 5.377 ," 1,845.738 ", 196.430 , 28.480 , N/A , 1.863 , 1.601 , 0.119 , 1.504 , 1.719 , 1.064 , 0.124 , 1.347 , 6.806 , 4.175 , 0.005 , 5.388 ," 2,104.764 "," 2,887.051 ", 882.146 ," 1,860.563 ", N/A , N/A , 0.183 , 0.115 , 0.016 , 0.156 , 0.167 , 0.081 , 0.016 , 0.139 , 0.668 , 0.300 , 0.001 , 0.558 , 206.442 , 207.554 , 118.553 , 192.584 , N/A , N/A , 1.827 , 1.638 , 8.555 ," 1,928.843 ", 411.280 , 59.813 , N/A ," 89,876,110 "," 1,247,509 "," 23,635,609 "," 16,284,440 "," 478,007 "," 818,467 "," 1,153,418 "," 53,908 ", -   ," 936,765 ", -   ," 131,980,432 "," 2,503,801 "," 2,025,793 "," 116,514,460 "," 17,969,773 ", 66.8 , 0.9 , 17.6 , 12.1 , 0.4 , 0.6 , 0.9 , 0.0 , -   , 0.7 , -   , 98.1 , 1.9 , 1.5 , 86.6 , 13.4 
OK,40," 31,554 "," 548,509,796 "," 250,454,925 "," 674,170,800 "," 298,449,980 "," 70,003,762 "," 31,196,241 "," 39,471 "," 17,013 "," 76,341 "," 47,430,123 "," 8,405,594 "," 1,205,609 "," 47,705,251 ",N/A, 1.128 , 1.091 , 2.181 ," 1,355.074 ", 120.073 , 17.222 ," 1,362.934 ", N/A , 0.144 , 0.136 , 0.278 , 172.942 , N/A , 1.387 , 1.342 , 2.684 ," 1,667.257 ", 147.736 , 21.190 , N/A , 1.949 , 28.816 , 0.671 , 1.394 , 1.851 , 28.885 , 0.584 , 1.303 , 4.766 , 2.693 , 0.005 , 2.696 ," 2,234.990 "," 1,708.542 ", 956.363 ," 1,679.013 ", N/A , N/A , 0.178 , 2.755 , 0.083 , 0.144 , 0.171 , 2.758 , 0.073 , 0.136 , 0.437 , 0.257 , 0.001 , 0.279 , 204.713 , 163.326 , 118.841 , 173.638 , N/A , N/A , 1.419 , 1.320 , 2.589 ," 1,641.180 ", 280.156 , 39.936 , N/A ," 29,905,952 "," 12,494 "," 26,641,474 ", -   ," 1,322,675 "," 338,355 "," 11,785,091 ", -   , -   ," (2,279)", -   ," 56,557,641 "," 13,446,121 "," 12,123,446 "," 56,895,996 "," 13,107,766 ", 42.7 , 0.0 , 38.1 , -   , 1.9 , 0.5 , 16.8 , -   , -   , -   , -   , 80.8 , 19.2 , 17.3 , 81.3 , 18.7 
OR,41," 19,745 "," 147,242,518 "," 59,247,953 "," 556,408,818 "," 225,300,016 "," 60,110,812 "," 24,045,182 "," 9,564 "," 3,870 "," 7,795 "," 9,317,739 "," 1,710,318 "," 230,628 "," 9,371,445 ",N/A, 0.318 , 0.322 , 0.259 , 310.019 , 28.453 , 3.837 , 311.806 , N/A , 0.130 , 0.131 , 0.106 , 126.563 , N/A , 1.120 , 1.133 , 0.912 ," 1,090.689 ", 100.101 , 13.498 , N/A , 2.093 , -   , 0.370 , 0.719 , 2.057 , -   , 0.392 , 0.726 , 4.644 , -   , 0.007 , 0.945 ," 2,098.775 ", -   , 926.601 ," 1,163.698 ", N/A , N/A , 0.209 , -   , 0.047 , 0.086 , 0.207 , -   , 0.046 , 0.083 , 0.464 , -   , 0.001 , 0.113 , 209.760 , -   , 116.532 , 139.083 , N/A , N/A , 0.729 , 0.747 , 0.747 ," 1,035.326 ", 187.557 , 25.217 , N/A ," 3,192,593 "," 9,884 "," 12,697,634 ", -   ," 35,261,936 "," 1,142,850 "," 7,555,402 "," 24,042 "," 183,467 "," 43,004 ", -   ," 15,943,115 "," 44,167,697 "," 8,905,761 "," 17,085,965 "," 43,024,847 ", 5.3 , 0.0 , 21.1 , -   , 58.7 , 1.9 , 12.6 , 0.0 , 0.3 , 0.1 , -   , 26.5 , 73.5 , 14.8 , 28.4 , 71.6 
PA,42," 59,364 "," 1,259,318,225 "," 529,730,832 "," 2,142,256,625 "," 895,331,958 "," 221,043,692 "," 92,554,528 "," 131,572 "," 48,219 "," 275,665 "," 109,308,571 "," 20,508,739 "," 3,258,758 "," 110,028,992 ",N/A, 1.190 , 1.042 , 2.494 , 989.022 , 92.781 , 14.743 , 995.541 , N/A , 0.209 , 0.182 , 0.438 , 173.600 , N/A , 1.926 , 1.686 , 4.035 ," 1,599.957 ", 150.094 , 23.849 , N/A , 2.965 , 3.158 , 0.104 , 1.852 , 2.742 , 2.502 , 0.096 , 1.592 , 6.826 , 0.802 , 0.006 , 4.083 ," 2,090.965 "," 1,548.847 ", 896.926 ," 1,616.117 ", N/A , N/A , 0.295 , 0.263 , 0.014 , 0.203 , 0.270 , 0.209 , 0.013 , 0.176 , 0.678 , 0.067 , 0.001 , 0.447 , 207.737 , 129.091 , 118.851 , 177.134 , N/A , N/A , 2.056 , 1.741 , 4.395 ," 1,596.805 ", 279.717 , 44.474 , N/A ," 78,985,628 "," 798,048 "," 53,026,191 "," 78,714,659 "," 2,062,504 "," 2,453,301 "," 3,564,730 "," 62,392 ", -   ," 1,376,238 ", -   ," 212,900,765 "," 8,142,927 "," 6,080,423 "," 136,639,407 "," 84,404,285 ", 35.7 , 0.4 , 24.0 , 35.6 , 0.9 , 1.1 , 1.6 , 0.0 , -   , 0.6 , -   , 96.3 , 3.7 , 2.8 , 61.8 , 38.2 
RI,44," 2,391 "," 48,075,096 "," 26,672,852 "," 48,300,332 "," 26,766,337 "," 6,239,678 "," 3,438,908 ", 839 , 333 , 77 ," 2,785,268 "," 105,997 "," 11,010 "," 2,788,087 ",N/A, 0.269 , 0.194 , 0.025 , 892.760 , 16.988 , 1.765 , 893.664 , N/A , 0.035 , 0.025 , 0.003 , 115.872 , N/A , 0.270 , 0.194 , 0.025 , 896.162 , 17.052 , 1.771 , N/A , -   , 36.942 , 0.175 , 0.240 , -   , 36.969 , 0.164 , 0.169 , -   , 3.230 , 0.009 , 0.014 , -   ," 1,819.176 ", 925.399 , 926.986 , N/A , N/A , -   , 3.317 , 0.023 , 0.031 , -   , 3.316 , 0.021 , 0.022 , -   , 0.290 , 0.001 , 0.002 , -   , 163.326 , 119.224 , 119.336 , N/A , N/A , 0.262 , 0.176 , 0.019 , 921.204 , 35.001 , 3.629 , N/A , -   ," 73,534 "," 5,935,766 ", -   ," 3,964 "," 206,694 "," 9,917 "," 9,803 ", -   , -   , -   ," 6,009,300 "," 230,378 "," 226,414 "," 6,215,994 "," 23,684 ", -   , 1.2 , 95.1 , -   , 0.1 , 3.3 , 0.2 , 0.2 , -   , -   , -   , 96.3 , 3.7 , 3.6 , 99.6 , 0.4 
SC,45," 30,335 "," 402,599,669 "," 190,084,969 "," 975,332,063 "," 414,480,688 "," 97,158,465 "," 41,158,706 "," 16,861 "," 7,524 "," 28,207 "," 35,581,835 "," 8,026,422 "," 1,174,252 "," 35,840,698 ",N/A, 0.347 , 0.366 , 0.581 , 732.450 , 82.612 , 12.086 , 737.778 , N/A , 0.084 , 0.079 , 0.140 , 176.760 , N/A , 0.783 , 0.825 , 1.310 ," 1,653.028 ", 186.442 , 27.276 , N/A , 0.966 , 29.753 , 0.218 , 0.758 , 0.954 , 12.892 , 0.150 , 0.720 , 1.772 , 11.326 , 0.043 , 1.285 ," 2,058.405 "," 3,972.470 ", 918.393 ," 1,737.446 ", N/A , N/A , 0.096 , 1.223 , 0.028 , 0.081 , 0.093 , 3.179 , 0.020 , 0.076 , 0.176 , 0.466 , 0.006 , 0.137 , 203.920 , 163.326 , 119.807 , 184.609 , N/A , N/A , 0.713 , 0.656 , 1.210 ," 1,553.123 ", 303.729 , 44.289 , N/A ," 28,914,307 "," 245,574 "," 11,406,640 "," 52,418,553 "," 1,684,631 "," 2,437,710 ", -   ," 4,785 ", -   ," 46,265 ", -   ," 93,031,339 "," 4,127,126 "," 2,442,495 "," 43,050,496 "," 54,107,969 ", 29.8 , 0.3 , 11.7 , 54.0 , 1.7 , 2.5 , -   , 0.0 , -   , 0.0 , -   , 95.8 , 4.2 , 2.5 , 44.3 , 55.7 
